supermarket_id,supermarket_name
STORE1296,Glorieta de Custodio Roma 79
STORE1297,Urbanización Humberto Bonilla 89
STORE1298,Glorieta de Amor Linares 207
STORE1299,Via de Jose Antonio Falcó 64
STORE1300,Cuesta de Onofre Salamanca 24
STORE1301,Paseo de Valerio Quero 32
STORE1302,Pasaje Fito Téllez 41
STORE1303,Plaza de Erasmo Dueñas 1
STORE1304,Calle Herberto Casal 547
STORE1305,Paseo Sandra Jordán 21
STORE1306,Ronda de Eric Valverde 82
STORE1307,Cuesta Claudio Alonso 12
STORE1308,Pasadizo Eliana Delgado 56
STORE1309,Urbanización Pía Olmo 40
STORE1310,C. de Severino Ropero 70
STORE1311,C. Nazario Carpio 2
STORE1312,Pasaje Montserrat Porcel 3
STORE1313,Rambla de Pánfilo Arregui 23
STORE1314,Cañada de Coral Sales 201
STORE1315,Callejón Vidal Castilla 7
STORE1316,C. Rafael Elorza 8
STORE1317,Alameda Bernardita Castilla 77
STORE1318,Calle Sandra Escolano 2
STORE1319,Ronda Alma Salgado 53
STORE1320,Avenida de Teófilo Barranco 1
STORE1321,Alameda Mercedes Moya 96
STORE1322,Glorieta Juan Antonio Diego 808
STORE1323,Cuesta Jose Luis Lucena 211
STORE1324,Camino Cosme Jaume 83
STORE1325,Pasaje de Joan Luque 34
STORE1326,Acceso de Isaac Gual 44
STORE1327,Plaza de Ema Céspedes 8
STORE1328,Cañada Adela Barrio 808
STORE1329,Paseo de Máxima Tormo 22
STORE1330,Urbanización de Eugenia Codina 16
STORE1331,Camino Édgar Valdés 33
STORE1332,Calle Encarnacion Diéguez 24
STORE1333,Pasadizo de Nacio Reina 60
STORE1334,Camino de Rosalina Luján 8
STORE1335,Pasadizo de Ascensión Pedrero 72
STORE1336,Callejón de Lorenza Campos 4
STORE1337,Cañada Ana Sobrino 44
STORE1338,Cuesta de Carmelo Cervera 65
STORE1339,Plaza de Calisto Adadia 93
STORE1340,Calle de Cruz Vallés 23
STORE1341,Glorieta de Tamara Valderrama 35
STORE1342,Calle de Octavia Escrivá 799
STORE1343,Via Charo Lillo 82
STORE1344,Urbanización de Nicolasa Báez 26
STORE1345,Vial Máximo Tomé 86
STORE1346,Cañada de Adelia Rico 58
STORE1347,Urbanización de Casemiro Mas 88
STORE1348,Glorieta Martirio Salgado 10
STORE1349,Glorieta de Chus Peinado 63
STORE1350,C. Bartolomé Redondo 82
STORE1351,Alameda Jacinto Angulo 52
STORE1352,Plaza de Marcela Sabater 24
STORE1353,Calle de Encarna Araujo 1
STORE1354,Callejón Noelia Amo 81
STORE1355,Alameda de Adán Madrigal 46
STORE1356,Plaza de Albert Arnau 610
STORE1357,Cuesta Federico Cisneros 87
STORE1358,Cañada Pablo Rosa 2
STORE1359,Camino de Julieta Naranjo 95
STORE1360,Pasaje Almudena Almazán 93
STORE1361,Via de Belen Borrás 64
STORE1362,Rambla Judith Yáñez 223
STORE1363,Calle Yaiza Cózar 63
STORE1364,Pasadizo de Amancio Jara 5
STORE1365,Camino de Anabel Solsona 85
STORE1366,Rambla de Emelina Cepeda 14
STORE1367,Camino de Claudio Villena 6
STORE1368,Cuesta de Melchor Cabello 8
STORE1369,Rambla de José Manuel Medina 19
STORE1370,Pasaje de María Cristina Amador 64
STORE1371,Via de Corona Flores 94
STORE1372,Avenida de Damián Pareja 94
STORE1373,Paseo de Yaiza Paredes 16
STORE1374,Calle Lucio Vizcaíno 58
STORE1375,Pasadizo de Remedios Juárez 44
STORE1376,Acceso Xiomara Canet 42
STORE1377,Pasaje Carmelo Bonet 59
STORE1378,Pasadizo Candela Vargas 55
STORE1379,Avenida Fabio Méndez 81
STORE1380,Cañada Rosalía Grau 28
STORE1381,Plaza Sara Pablo 1
STORE1382,Callejón Rufina Peña 191
STORE1383,Cuesta Miriam Solera 6
STORE1384,Calle Pancho Carvajal 72
STORE1385,Urbanización Vito Galán 6
STORE1386,Urbanización Bibiana Calderón 40
STORE1387,C. Cesar Farré 3
STORE1388,Plaza de Fabiola Vázquez 1
STORE1389,Pasaje de Juliana Piñeiro 172
STORE1390,Ronda de Ovidio Talavera 4
STORE1391,Pasadizo de Fanny Carballo 94
STORE1392,Urbanización de Adrián Doménech 13
STORE1393,Callejón de Marisela Tello 875
STORE1394,Via Lupe Iñiguez 992
STORE1395,Callejón de Iker Bru 66
STORE1396,Alameda Alicia Blazquez 99
STORE1397,Paseo Selena Jaén 791
STORE1398,Via Xavier Heredia 8
STORE1399,Plaza Santos Jordá 50
STORE1400,C. de Eloy Sarmiento 809
STORE1401,Camino Ciríaco Falcó 587
STORE1402,Ronda Ibán Sala 11
STORE1403,Paseo Clímaco Jerez 84
STORE1404,Ronda Jimena Pou 348
STORE1405,Avenida Sonia Toledo 6
STORE1406,Plaza de Edu Gonzalez 26
STORE1407,Via Tamara Bueno 8
STORE1408,Pasaje de Albina Acedo 1
STORE1409,Glorieta de Delfina Gisbert 29
STORE1410,Avenida de Graciana Cordero 55
STORE1411,Paseo de Evelia Sancho 25
STORE1412,Plaza María Cristina Murcia 26
STORE1413,Ronda de Carolina Iglesia 4
STORE1414,Paseo Lope Yuste 64
STORE1415,Via de Berta Cabo 2
STORE1416,Alameda Emiliano Solís 64
STORE1417,Camino Ciriaco Ramirez 28
STORE1418,Avenida Aristides Granados 72
STORE1419,Via de Carlito Font 30
STORE1420,Callejón de Almudena Vidal 42
STORE1421,Pasaje de Encarna Otero 544
STORE1422,Callejón de Carlos Moraleda 496
STORE1423,C. de Teodora Royo 8
STORE1424,Avenida Jessica Reig 490
STORE1425,Vial Águeda Pinto 914
STORE1426,Ronda de María Teresa Marin 306
STORE1427,Plaza de Leocadia Campos 34
STORE1428,Ronda Omar Cáceres 29
STORE1429,Rambla de Rafaela Benavente 67
STORE1430,Urbanización Rufina Bello 3
STORE1431,Ronda Fabricio Pedrero 150
STORE1432,C. Anselmo Raya 609
STORE1433,Pasaje de Florentina Cervantes 47
STORE1434,Alameda Leandra Belda 97
STORE1435,Alameda de Macario Mur 82
STORE1436,Ronda Antonia Aguilar 91
STORE1437,Pasadizo de Martirio Solano 7
STORE1438,Acceso de Alcides Vendrell 21
STORE1439,Alameda Ámbar Perales 20
STORE1440,Cañada Fito Galán 5
STORE1441,Vial de Tristán Badía 77
STORE1442,Cuesta Celestino Pastor 164
STORE1443,Plaza Jessica Plana 4
STORE1444,Pasaje de Ana Pelayo 45
STORE1445,Paseo de Urbano Montero 32
STORE1446,Plaza de Pepe Aroca 10
STORE1447,Cuesta Tiburcio Barros 593
STORE1448,Rambla Victor Manuel Barbero 67
STORE1449,Ronda Aroa Carbó 81
STORE1450,Pasaje de Federico Tomas 72
STORE1451,Paseo de Amílcar Pinto 69
STORE1452,Paseo Camilo Bilbao 3
STORE1453,Paseo de Marianela Piquer 355
STORE1454,Alameda Domitila Arnal 82
STORE1455,Cañada Reyes Sotelo 15
STORE1456,Glorieta de Dolores Cuesta 2
STORE1457,Ronda Miguel Ángel Fuente 56
STORE1458,Pasadizo Roldán Cárdenas 80
STORE1459,Plaza de Victorino Ríos 8
STORE1460,Plaza Cirino Girón 99
STORE1461,Pasadizo de Encarnita Barrio 60
STORE1462,Urbanización de Dan Caro 27
STORE1463,Calle Gabino Losa 596
STORE1464,Pasadizo de Amor Saez 43
STORE1465,Urbanización de Nerea Herrera 59
STORE1466,Callejón Baudelio Saavedra 609
STORE1467,Pasaje de Teófila Abellán 77
STORE1468,Glorieta Aureliano Piña 12
STORE1469,Ronda de Matías Reina 56
STORE1470,Avenida Eva María Calderón 63
STORE1471,Callejón de Francisca Alba 18
STORE1472,Rambla de Pedro Criado 74
STORE1473,Vial Yago Mena 28
STORE1474,Paseo Casemiro Segura 19
STORE1475,Acceso de Edgardo Oller 41
STORE1476,Ronda de Jacinta Benítez 78
STORE1477,Glorieta de Mauricio Ferrández 30
STORE1478,Alameda Eulalia Fortuny 34
STORE1479,Alameda Ángel Esparza 9
STORE1480,Pasadizo de Apolonia Duran 76
STORE1481,Calle Andrés Bustos 35
STORE1482,Plaza David Martorell 3
STORE1483,Via Rocío Jerez 932
STORE1484,Plaza de Felipe Llorente 567
STORE1485,Glorieta de Anastasia Anguita 135
STORE1486,Ronda Celia Coll 70
STORE1487,Cañada de Aurelia Espada 29
STORE1488,Calle de Custodio Gimenez 81
STORE1489,Avenida de Rico Uriarte 8
STORE1490,Paseo de Petrona Ripoll 31
STORE1491,Acceso de Amado Tolosa 85
STORE1492,Camino de Florentina Sainz 3
STORE1493,Urbanización de Joaquín Mínguez 39
STORE1494,Pasadizo de Juanito Salom 64
STORE1495,Cañada Pacífica Bejarano 1
STORE1496,C. Godofredo Abellán 727
STORE1497,Plaza Alfredo Herrero 24
STORE1498,Via de Alicia Marcos 2
STORE1499,Alameda de Ciríaco Yáñez 68
STORE1500,Avenida de Agapito Cuervo 13
